"Показник","Територіальний розріз","Категорія розрізу","Вид економічної діяльності","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Спеціальне значення даних","Примітки набору даних","Примітки часового ряду","Примітки спостереження","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Витрати на наукові дослідження і розробки","Київська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","328171.3","285042.7","319401.9","431343.4",""
"Витрати на наукові дослідження і розробки","Кіровоградська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","","","","","","13069.9","","","",""
"Витрати на наукові дослідження і розробки","Кіровоградська","Усього","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","74614.5","75619.7","100762.4","24873.6","21002.8","13069.9","","","",""
"Витрати на наукові дослідження і розробки","Київська","Усього","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","274177.9","299219.3","410794.7","417736","355376.7","328171.3","285042.7","319401.9","431343.4","475689.5"
"Витрати на наукові дослідження і розробки","Луганська","Усього","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","23577.7","29332.4","36880.6","39288.4","31025.4","13677.1","","","",""
"Витрати на наукові дослідження і розробки","Кіровоградська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","","","","24873.6","21002.8","13069.9","","","",""
"Витрати на наукові дослідження і розробки","Кіровоградська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","","","","24873.6","21002.8","13069.9","","","",""
"Витрати на наукові дослідження і розробки","Київська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","417736","355376.7","328171.3","285042.7","319401.9","431343.4",""
"Витрати на наукові дослідження і розробки","Луганська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","","","","","","13677.1","","","",""
"Витрати на наукові дослідження і розробки","Луганська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","","","","39288.4","31025.4","13677.1","","","",""
"Витрати на наукові дослідження і розробки","Львівська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","660957.3","512476.8","640245.1","828918.9",""
"Витрати на наукові дослідження і розробки","Київська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","417736","355376.7","","","","",""
"Витрати на наукові дослідження і розробки","Київська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","417736","355376.7","328171.3","285042.7","319401.9","431343.4",""
"Витрати на наукові дослідження і розробки","Луганська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","","","","39288.4","31025.4","13677.1","","","",""
"Витрати на наукові дослідження і розробки","Кіровоградська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","24873.6","21002.8","","","","",""
"Витрати на наукові дослідження і розробки","Луганська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","39288.4","31025.4","","","","",""
"Витрати на наукові дослідження і розробки","Одеська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","342214.1","317373","","","","",""
"Витрати на наукові дослідження і розробки","Миколаївська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","236640","301069.9","435674.2","165192.4","125344.7","161115.4",""
"Витрати на наукові дослідження і розробки","Одеська","Усього","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","237456.8","270263","299189.8","342214.1","317373","345928.6","283966.6","319134","462122.6","387880.7"
"Витрати на наукові дослідження і розробки","Миколаївська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","435674.2","165192.4","125344.7","161115.4",""
"Витрати на наукові дослідження і розробки","Миколаївська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","236640","301069.9","","","","",""
"Витрати на наукові дослідження і розробки","Миколаївська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","236640","301069.9","435674.2","165192.4","125344.7","161115.4",""
"Витрати на наукові дослідження і розробки","Одеська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","342214.1","317373","345928.6","283966.6","319134","462122.6",""
"Витрати на наукові дослідження і розробки","Полтавська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","45926","43315.7","44918","77068",""
"Витрати на наукові дослідження і розробки","Львівська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","465522.2","494408.4","660957.3","512476.8","640245.1","828918.9",""
"Витрати на наукові дослідження і розробки","Львівська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","465522.2","494408.4","","","","",""
"Витрати на наукові дослідження і розробки","Львівська","Усього","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","264845.5","365997.1","426789.7","465522.2","494408.4","660957.3","512476.8","640245.1","828918.9","881370.3"
"Витрати на наукові дослідження і розробки","Одеська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","342214.1","317373","345928.6","283966.6","319134","462122.6",""
"Витрати на наукові дослідження і розробки","Львівська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","465522.2","494408.4","660957.3","512476.8","640245.1","828918.9",""
"Витрати на наукові дослідження і розробки","Миколаївська","Усього","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","392583.5","349345.2","330694.5","236640","301069.9","435674.2","165192.4","125344.7","161115.4","153012.6"
"Витрати на наукові дослідження і розробки","Одеська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","345928.6","283966.6","319134","462122.6",""
"Витрати на наукові дослідження і розробки","Сумська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","93616.4","152974.9","176824","134831.4","168815.7","235337.2",""
"Витрати на наукові дослідження і розробки","Рівненська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","17619","13841.6","","","","",""
"Витрати на наукові дослідження і розробки","Рівненська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","17619","13841.6","14858.7","15920.7","21392.1","24924.8",""
"Витрати на наукові дослідження і розробки","Сумська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","93616.4","152974.9","176824","134831.4","168815.7","235337.2",""
"Витрати на наукові дослідження і розробки","Сумська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","176824","134831.4","168815.7","235337.2",""
"Витрати на наукові дослідження і розробки","Полтавська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","44639.3","37622.3","","","","",""
"Витрати на наукові дослідження і розробки","Рівненська","Усього","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","9327.1","13723.8","19323.8","17619","13841.6","14858.7","15920.7","21392.1","24924.8","23280.9"
"Витрати на наукові дослідження і розробки","Рівненська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","17619","13841.6","14858.7","15920.7","21392.1","24924.8",""
"Витрати на наукові дослідження і розробки","Полтавська","Джерела фінансування","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","44639.3","37622.3","45926","43315.7","44918","77068",""
"Витрати на наукові дослідження і розробки","Полтавська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","44639.3","37622.3","45926","43315.7","44918","77068",""
"Витрати на наукові дослідження і розробки","Тернопільська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","41656.3","36009.6","35239.9","56882.7",""
"Витрати на наукові дослідження і розробки","Тернопільська","Галузі наук","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","29094.1","35811.9","41656.3","36009.6","35239.9","56882.7",""
"Витрати на наукові дослідження і розробки","Полтавська","Усього","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","55845","65967.7","80723.4","44639.3","37622.3","45926","43315.7","44918","77068","93000.3"
"Витрати на наукові дослідження і розробки","Сумська","Види досліджень і розробок","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","93616.4","152974.9","","","","",""
"Витрати на наукові дослідження і розробки","Сумська","Усього","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","129682.3","160696.5","182433.3","93616.4","152974.9","176824","134831.4","168815.7","235337.2","246597.2"
"Витрати на наукові дослідження і розробки","Рівненська","Види витрат","Усього","Річна","Гривня","Тисячі","Один","","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","","","","","","","14858.7","15920.7","21392.1","24924.8",""
"Витрати на наукові дослідження і розробки","Хмельницька","Види витрат","Усього","Річна","Гривня","Тисячі","Один","Конфіденційна статистична інформація","1. Розрахунок показників темпів зростання/зниження здійснюється до попереднього року. 2. За 2014-2021 роки дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. Починаючи з І кварталу 2022 року дані наведено без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії.","","Дані не оприлюднюються з метою виконання вимог Закону України ""Про офіційну статистику"" щодо забезпечення гарантій органів державної статистики щодо статистичної конфіденційності та/або відповідно до Закону України ""Про захист інтересів суб’єктів подання звітності та інших документів у період дії воєнного стану або стану війни"".","","","","","","","20897.6","","23250.8",""
